canonical_species_name,canonical_name,trait,value,unit,latitude,longitude,refid,DataOrigin,DatasetID,DataID
Betula nana,Betula nana,SLA,11.49433962,mm2 mg-1,62.259991,9.677974,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,11.36734694,mm2 mg-1,62.260304,9.676497,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,11.79296875,mm2 mg-1,62.260304,9.676497,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,12.72093023,mm2 mg-1,62.242371,9.595296,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,13.48484848,mm2 mg-1,62.242371,9.595296,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,15.26455026,mm2 mg-1,62.241202,9.594539,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,11.32934132,mm2 mg-1,62.241202,9.594539,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,11.95530726,mm2 mg-1,62.240989,9.594362,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,12.12970711,mm2 mg-1,62.240989,9.594362,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,11.0990991,mm2 mg-1,62.240835,9.594389,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,12.12790698,mm2 mg-1,62.240835,9.594389,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,10.93103448,mm2 mg-1,62.240943,9.594916,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,10.52542373,mm2 mg-1,62.240943,9.594916,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,11.79081633,mm2 mg-1,62.241049,9.595216,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,12.40641711,mm2 mg-1,62.241049,9.595216,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,12.77005348,mm2 mg-1,62.240437,9.596078,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,13.5204918,mm2 mg-1,62.240437,9.596078,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,11.62303665,mm2 mg-1,62.240129,9.596117,TRY313,TRY,454,6583
Betula nana,Betula nana,SLA,13.60227273,mm2 mg-1,62.240129,9.596117,TRY313,TRY,454,6583
Persicaria vivipara,Persicaria vivipara,SLA,13.1712963,mm2 mg-1,62.23584998,9.622418974,TRY313,TRY,454,6583
Persicaria vivipara,Persicaria vivipara,SLA,15.54232804,mm2 mg-1,62.23584998,9.622418974,TRY313,TRY,454,6583
Persicaria vivipara,Persicaria vivipara,SLA,15.88436831,mm2 mg-1,62.240129,9.596117,TRY313,TRY,454,6583
Persicaria vivipara,Persicaria vivipara,SLA,16.45720251,mm2 mg-1,62.240129,9.596117,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,29.57419355,mm2 mg-1,62.242371,9.595296,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,23.45454545,mm2 mg-1,62.242371,9.595296,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,23.69074074,mm2 mg-1,62.241202,9.594539,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,17.05141658,mm2 mg-1,62.241202,9.594539,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,15.12141454,mm2 mg-1,62.240989,9.594362,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,26.74830853,mm2 mg-1,62.240989,9.594362,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,17.62962963,mm2 mg-1,62.240835,9.594389,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,22.54564756,mm2 mg-1,62.240835,9.594389,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,22.09603073,mm2 mg-1,62.240943,9.594916,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,16.90380313,mm2 mg-1,62.240943,9.594916,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,21.02065404,mm2 mg-1,62.241049,9.595216,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,24.01515152,mm2 mg-1,62.241049,9.595216,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,17.12152186,mm2 mg-1,62.240437,9.596078,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,23.83040201,mm2 mg-1,62.240437,9.596078,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,18.88065844,mm2 mg-1,62.240129,9.596117,TRY313,TRY,454,6583
Solidago virgaurea,Solidago virgaurea,SLA,21.79072533,mm2 mg-1,62.240129,9.596117,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.971302428,mm2 mg-1,62.260133,9.67837,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.329073482,mm2 mg-1,62.259991,9.677974,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.570561457,mm2 mg-1,62.259929,9.67776,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.436062557,mm2 mg-1,62.26024,9.676246,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.117333333,mm2 mg-1,62.260304,9.676497,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.527131783,mm2 mg-1,62.260382,9.676543,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.779768177,mm2 mg-1,62.260499,9.676245,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,9.291904219,mm2 mg-1,62.260675,9.675877,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.757719715,mm2 mg-1,62.242371,9.595296,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,19.83486239,mm2 mg-1,62.242371,9.595296,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,9.020746888,mm2 mg-1,62.241202,9.594539,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.826732673,mm2 mg-1,62.241202,9.594539,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.715646259,mm2 mg-1,62.240989,9.594362,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,13.13368984,mm2 mg-1,62.240989,9.594362,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.94549763,mm2 mg-1,62.240835,9.594389,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.878281623,mm2 mg-1,62.240835,9.594389,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.505494505,mm2 mg-1,62.240943,9.594916,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.907756813,mm2 mg-1,62.240943,9.594916,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.301886792,mm2 mg-1,62.241049,9.595216,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.442048518,mm2 mg-1,62.241049,9.595216,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.183636364,mm2 mg-1,62.240437,9.596078,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.529411765,mm2 mg-1,62.240437,9.596078,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.432791728,mm2 mg-1,62.240129,9.596117,TRY313,TRY,454,6583
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,11.51038576,mm2 mg-1,62.240129,9.596117,TRY313,TRY,454,6583
Vaccinium myrtillus,Vaccinium myrtillus,SLA,18.2273366,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.175472654,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,14.24930112,mm2 mg-1,47,11,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,12.433221422,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,14.309891824,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Solidago virgaurea,Solidago virgaurea,SLA,27.531852926,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,18.572500229,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,12.841358724,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.2702472347,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,12.281494876,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,11.376858436,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,13.698630137,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,12.467292597,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,4.0616246499,mm2 mg-1,68.34,18.84,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,12.5,mm2 mg-1,78.92,11.91,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,9.3457943925,mm2 mg-1,58.25,26.67,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,24.875621891,mm2 mg-1,58.25,26.67,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,17.301038062,mm2 mg-1,58.25,26.67,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,12.300123001,mm2 mg-1,38.3333333333333,74.0166666666667,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,43.859649123,mm2 mg-1,56.6166666666667,61.0666666666667,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,13.004085588,mm2 mg-1,67.5,-152.5,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,12.297226583,mm2 mg-1,67.5,-152.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.6140220963,mm2 mg-1,67.5,-152.5,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,9.6711798839,mm2 mg-1,59.643,-151.548,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,6.6666666667,mm2 mg-1,55.31,-131.601,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,13.698630137,mm2 mg-1,56.42,-6.02,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,17.513134851,mm2 mg-1,56.42,-6.02,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,16,mm2 mg-1,56.42,-6.02,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,5.929,mm2 mg-1,31.97,96.53,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,6.733,mm2 mg-1,34.47,99.93,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,6.98,mm2 mg-1,34.53,100.22,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,6.491,mm2 mg-1,35.08,100.77,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,11.904761905,mm2 mg-1,68.4,-149.4,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,12.437810945,mm2 mg-1,68.4,-149.4,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.0901339829,mm2 mg-1,68.4,-149.4,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.518904824,mm2 mg-1,68.4,-149.4,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,18.63,mm2 mg-1,47.8746615306048,8.01731375739701,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,18.08,mm2 mg-1,47.8746615306048,8.01731375739701,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,12.96,mm2 mg-1,51.8010976964924,10.5487493298102,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,12.01,mm2 mg-1,51.8010976964924,10.5487493298102,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,10.16,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,12.25,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,17.1,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,18.13,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,18.03,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,12,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,11.46,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.09,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.71,mm2 mg-1,62.7437041402881,11.0493340413204,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,14.340127054,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,18.619783648,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Solidago virgaurea,Solidago virgaurea,SLA,27.531852926,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,20.751557835,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,15.682717447,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.489989419,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,14.340127054,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,18.619783648,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Solidago virgaurea,Solidago virgaurea,SLA,27.531852926,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,20.751557835,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,15.682717447,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.489989419,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,14.340127054,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,18.619783648,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,20.751557835,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,15.682717447,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.489989419,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Solidago virgaurea,Solidago virgaurea,SLA,27.531852926,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Betula nana,Betula nana,SLA,14.340127054,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Persicaria vivipara,Persicaria vivipara,SLA,18.619783648,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,20.751557835,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium uliginosum,Vaccinium uliginosum,SLA,15.682717447,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.489989419,mm2 mg-1,68.33,18.85,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,22.11827957,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,18.73540856,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,20.518055556,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,16.258064516,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,22.112408759,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,14.58,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,18.974327628,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,14.642857143,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,20.2125,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,16.140749149,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,23.299352751,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,16.709558824,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,20.617420066,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,13.846153846,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,19.847239264,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,16.835294118,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,19.222346369,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,16.315789474,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,19.302505967,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,18.947368421,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,19.07082153,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,17.737226277,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,20.14640884,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,14.333333333,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,18.787383178,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,15.393103448,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,17.952,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,19.162679426,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,17.223684211,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium myrtillus,Vaccinium myrtillus,SLA,17.777777778,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.88,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.2972222222,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.670621469,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.5453488372,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,11.272429907,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,11.945876289,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,11.347087379,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.393272962,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.874456522,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.655172414,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,18.9125,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.0662650602,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,9.7271762208,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.4537735849,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,20.807042254,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.570125428,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,18.573363431,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.2421875,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.872093023,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.225439504,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.076213592,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,11.930501931,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,14.430232558,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.8689440994,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.243823845,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,10.597472924,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,11.405873494,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.3295652174,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,11.6875,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.3791044776,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.0770718232,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.626300578,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.4094674556,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.4467625899,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.9576923077,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.957615894,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,7.4221649485,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.6744,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.69765625,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.025974026,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,8.7106837607,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,4.937628866,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.7731543624,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.5069306931,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.6547904192,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,4.8378787879,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,5.6409090909,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
Vaccinium vitis-idaea,Vaccinium vitis-idaea,SLA,6.3842975207,mm2 mg-1,53.4,-1.5,TRY313,TRY,412,6584
